userId,objectId,rating,timestamp
6,37,5.0,5.0
6,39,3.0,3.0
6,90,3.0,3.0
6,29,4.0,4.0
6,12,4.0,4.0
6,74,5.0,5.0
6,53,5.0,5.0
6,47,2.0,2.0
6,87,1.0,1.0
6,0,3.0,3.0
6,65,2.0,2.0
6,75,5.0,5.0
6,88,4.0,4.0
6,58,5.0,5.0
6,51,2.0,2.0
6,10,1.0,1.0
6,81,5.0,5.0
6,41,2.0,2.0
6,44,5.0,5.0
6,24,3.0,3.0
6,80,1.0,1.0
6,91,5.0,5.0
6,79,5.0,5.0
7,2,2.0,2.0
7,32,1.0,1.0
7,34,1.0,1.0
7,7,4.0,4.0
7,13,2.0,2.0
7,14,4.0,4.0
7,70,1.0,1.0
7,16,3.0,3.0
7,17,4.0,4.0
7,18,2.0,2.0
7,26,1.0,1.0
7,78,1.0,1.0
7,3,5.0,5.0
7,37,5.0,5.0
7,69,3.0,3.0
7,11,5.0,5.0
7,19,5.0,5.0
7,8,5.0,5.0
7,72,2.0,2.0
7,74,2.0,2.0
7,66,4.0,4.0
7,89,4.0,4.0
7,91,5.0,5.0
7,93,3.0,3.0
7,75,5.0,5.0
7,35,3.0,3.0
7,23,4.0,4.0
7,30,5.0,5.0
7,53,5.0,5.0
7,94,2.0,2.0
7,21,4.0,4.0
7,4,2.0,2.0
7,82,1.0,1.0
7,57,1.0,1.0
7,54,2.0,2.0
7,86,1.0,1.0
7,50,3.0,3.0
7,90,5.0,5.0
7,1,5.0,5.0
7,5,3.0,3.0
7,85,3.0,3.0
7,81,4.0,4.0
7,83,1.0,1.0
7,9,4.0,4.0
7,22,5.0,5.0
7,25,3.0,3.0
7,27,3.0,3.0
7,46,4.0,4.0
7,48,2.0,2.0
7,49,1.0,1.0
7,62,2.0,2.0
7,29,4.0,4.0
7,0,4.0,4.0
7,40,3.0,3.0
7,71,1.0,1.0
7,6,5.0,5.0
7,63,3.0,3.0
7,12,4.0,4.0
7,39,4.0,4.0
7,77,2.0,2.0
7,80,1.0,1.0
7,38,3.0,3.0
7,88,2.0,2.0
7,47,2.0,2.0
7,44,5.0,5.0
7,64,1.0,1.0
7,45,3.0,3.0
7,67,3.0,3.0
7,87,1.0,1.0
7,65,2.0,2.0
8,53,5.0,5.0
8,11,5.0,5.0
8,66,4.0,4.0
8,2,1.0,1.0
8,9,4.0,4.0
8,89,4.0,4.0
8,14,5.0,5.0
8,93,4.0,4.0
8,23,2.0,2.0
8,75,5.0,5.0
8,18,1.0,1.0
8,85,3.0,3.0
8,37,3.0,3.0
8,72,3.0,3.0
8,21,3.0,3.0
8,17,4.0,4.0
8,50,1.0,1.0
8,83,1.0,1.0
8,71,2.0,2.0
8,7,2.0,2.0
8,16,2.0,2.0
8,35,2.0,2.0
8,4,1.0,1.0
8,42,5.0,5.0
8,74,3.0,3.0
9,29,2.0,2.0
9,0,5.0,5.0
9,1,3.0,3.0
9,5,2.0,2.0
9,7,2.0,2.0
9,37,4.0,4.0
9,11,5.0,5.0
9,55,5.0,5.0
9,72,2.0,2.0
9,19,4.0,4.0
9,61,1.0,1.0
9,8,4.0,4.0
9,3,3.0,3.0
9,51,1.0,1.0
9,35,2.0,2.0
9,10,1.0,1.0
9,86,1.0,1.0
9,14,4.0,4.0
9,15,4.0,4.0
9,16,2.0,2.0
9,60,3.0,3.0
9,20,4.0,4.0
9,78,1.0,1.0
9,12,4.0,4.0
9,68,3.0,3.0
9,58,5.0,5.0
9,89,5.0,5.0
9,75,5.0,5.0
9,2,1.0,1.0
9,18,1.0,1.0
9,64,1.0,1.0
9,76,2.0,2.0
9,66,3.0,3.0
9,93,3.0,3.0
9,79,2.0,2.0
9,74,3.0,3.0
9,85,3.0,3.0
9,73,5.0,5.0
10,30,5.0,5.0
10,66,4.0,4.0
10,2,2.0,2.0
10,7,3.0,3.0
10,53,5.0,5.0
10,54,1.0,1.0
10,69,5.0,5.0
10,9,4.0,4.0
10,93,3.0,3.0
10,23,4.0,4.0
10,32,1.0,1.0
10,87,2.0,2.0
10,86,1.0,1.0
10,72,2.0,2.0
10,21,4.0,4.0
10,83,1.0,1.0
10,85,3.0,3.0
10,89,5.0,5.0
10,14,4.0,4.0
10,75,5.0,5.0
10,81,3.0,3.0
10,4,1.0,1.0
10,11,5.0,5.0
10,16,1.0,1.0
10,57,1.0,1.0
10,17,3.0,3.0
10,18,2.0,2.0
10,0,5.0,5.0
10,37,5.0,5.0
10,19,5.0,5.0
10,76,3.0,3.0
10,1,4.0,4.0
10,3,3.0,3.0
10,5,2.0,2.0
10,10,2.0,2.0
10,79,4.0,4.0
10,50,3.0,3.0
10,35,3.0,3.0
10,38,3.0,3.0
10,94,2.0,2.0
10,46,4.0,4.0
10,60,2.0,2.0
10,56,2.0,2.0
10,39,4.0,4.0
10,91,5.0,5.0
10,71,2.0,2.0
10,68,5.0,5.0
10,8,2.0,2.0
10,12,2.0,2.0
10,58,5.0,5.0
10,64,1.0,1.0
10,6,5.0,5.0
10,25,4.0,4.0
10,70,1.0,1.0
10,78,1.0,1.0
10,61,1.0,1.0
10,49,2.0,2.0
10,77,3.0,3.0
10,84,3.0,3.0
10,88,4.0,4.0
10,90,4.0,4.0
10,74,5.0,5.0
10,26,1.0,1.0
10,67,4.0,4.0
10,34,3.0,3.0
10,73,4.0,4.0
10,62,5.0,5.0
10,27,3.0,3.0
10,48,2.0,2.0
10,80,1.0,1.0
10,13,1.0,1.0
10,22,4.0,4.0
10,82,1.0,1.0
10,29,2.0,2.0
10,45,3.0,3.0
11,0,5.0,5.0
11,1,4.0,4.0
11,3,3.0,3.0
11,5,3.0,3.0
11,37,4.0,4.0
11,11,5.0,5.0
11,10,2.0,2.0
11,16,2.0,2.0
11,95,2.0,2.0
11,61,1.0,1.0
11,76,3.0,3.0
11,64,1.0,1.0
11,66,4.0,4.0
11,2,2.0,2.0
11,35,2.0,2.0
11,89,5.0,5.0
11,14,5.0,5.0
11,93,4.0,4.0
11,75,5.0,5.0
11,29,2.0,2.0
11,12,1.0,1.0
11,19,4.0,4.0
11,68,4.0,4.0
11,55,5.0,5.0
11,58,5.0,5.0
11,72,2.0,2.0
11,84,3.0,3.0
11,73,4.0,4.0
11,67,3.0,3.0
11,79,3.0,3.0
11,85,3.0,3.0
11,71,2.0,2.0
11,18,3.0,3.0
11,86,1.0,1.0
11,51,1.0,1.0
11,8,1.0,1.0
11,43,1.0,1.0
11,60,4.0,4.0
11,78,1.0,1.0
12,29,4.0,4.0
12,11,5.0,5.0
12,12,4.0,4.0
12,79,1.0,1.0
12,2,2.0,2.0
12,4,1.0,1.0
12,6,5.0,5.0
12,7,3.0,3.0
12,9,3.0,3.0
12,14,3.0,3.0
12,16,2.0,2.0
12,17,3.0,3.0
12,21,4.0,4.0
12,22,4.0,4.0
12,23,3.0,3.0
12,27,3.0,3.0
12,35,3.0,3.0
12,46,4.0,4.0
12,48,2.0,2.0
12,49,2.0,2.0
12,50,3.0,3.0
12,70,1.0,1.0
12,66,3.0,3.0
12,85,4.0,4.0
12,39,3.0,3.0
12,88,4.0,4.0
12,81,5.0,5.0
12,83,1.0,1.0
12,18,2.0,2.0
12,30,5.0,5.0
12,34,4.0,4.0
12,53,5.0,5.0
12,89,2.0,2.0
12,94,2.0,2.0
12,80,2.0,2.0
12,26,1.0,1.0
12,62,4.0,4.0
12,69,4.0,4.0
12,78,1.0,1.0
12,3,4.0,4.0
12,19,5.0,5.0
12,82,1.0,1.0
12,13,2.0,2.0
12,25,3.0,3.0
12,32,1.0,1.0
12,57,1.0,1.0
12,72,2.0,2.0
12,38,3.0,3.0
12,90,5.0,5.0
12,0,4.0,4.0
12,1,4.0,4.0
12,5,2.0,2.0
12,45,4.0,4.0
12,65,2.0,2.0
12,71,1.0,1.0
12,8,5.0,5.0
12,93,1.0,1.0
12,37,5.0,5.0
12,10,2.0,2.0
12,86,3.0,3.0
12,67,5.0,5.0
12,54,2.0,2.0
12,74,5.0,5.0
12,41,3.0,3.0
12,75,5.0,5.0
12,42,5.0,5.0
12,64,1.0,1.0
12,91,5.0,5.0
12,47,1.0,1.0
12,43,1.0,1.0
13,0,5.0,5.0
13,68,5.0,5.0
13,5,2.0,2.0
13,37,5.0,5.0
13,11,5.0,5.0
13,10,2.0,2.0
13,19,4.0,4.0
13,64,1.0,1.0
13,30,5.0,5.0
13,32,1.0,1.0
13,53,5.0,5.0
13,13,2.0,2.0
13,18,2.0,2.0
13,66,4.0,4.0
13,2,2.0,2.0
13,7,4.0,4.0
13,35,3.0,3.0
13,14,3.0,3.0
13,89,3.0,3.0
13,16,2.0,2.0
13,93,2.0,2.0
13,72,4.0,4.0
13,25,3.0,3.0
13,81,5.0,5.0
13,74,5.0,5.0
13,76,3.0,3.0
13,50,3.0,3.0
13,34,2.0,2.0
13,85,5.0,5.0
13,6,5.0,5.0
13,22,5.0,5.0
13,23,4.0,4.0
13,27,3.0,3.0
13,3,3.0,3.0
13,60,3.0,3.0
13,79,3.0,3.0
13,39,3.0,3.0
13,91,2.0,2.0
13,21,4.0,4.0
13,75,5.0,5.0
13,90,4.0,4.0
13,78,1.0,1.0
13,4,1.0,1.0
13,57,1.0,1.0
13,88,4.0,4.0
13,28,4.0,4.0
13,48,2.0,2.0
13,9,3.0,3.0
13,54,2.0,2.0
13,62,4.0,4.0
13,83,1.0,1.0
13,17,4.0,4.0
13,94,1.0,1.0
13,49,2.0,2.0
13,51,2.0,2.0
13,8,2.0,2.0
13,67,4.0,4.0
13,47,3.0,3.0
13,1,3.0,3.0
13,61,1.0,1.0
13,58,5.0,5.0
13,45,4.0,4.0
13,12,1.0,1.0
13,42,5.0,5.0
13,71,2.0,2.0
13,46,3.0,3.0
13,80,1.0,1.0
13,82,1.0,1.0
13,70,1.0,1.0
13,86,1.0,1.0
13,69,5.0,5.0
13,26,1.0,1.0
13,52,4.0,4.0
13,65,1.0,1.0
13,29,4.0,4.0
13,41,1.0,1.0
14,50,2.0,2.0
14,2,2.0,2.0
14,11,5.0,5.0
14,18,1.0,1.0
14,22,3.0,3.0
14,23,3.0,3.0
14,0,3.0,3.0
14,1,2.0,2.0
14,66,2.0,2.0
14,3,4.0,4.0
14,8,3.0,3.0
14,17,5.0,5.0
14,14,4.0,4.0
14,72,3.0,3.0
14,29,4.0,4.0
14,35,5.0,5.0
14,13,2.0,2.0
14,74,2.0,2.0
14,49,2.0,2.0
14,83,1.0,1.0
14,37,3.0,3.0
14,71,1.0,1.0
14,88,5.0,5.0
14,32,1.0,1.0
14,4,2.0,2.0
14,36,1.0,1.0
14,82,1.0,1.0
14,9,3.0,3.0
14,85,4.0,4.0
14,42,5.0,5.0
14,7,4.0,4.0
14,89,3.0,3.0
14,93,2.0,2.0
14,75,5.0,5.0
14,57,1.0,1.0
14,30,4.0,4.0
14,53,5.0,5.0
14,21,4.0,4.0
14,67,1.0,1.0
14,16,1.0,1.0
14,28,3.0,3.0
14,39,5.0,5.0
14,90,4.0,4.0
15,49,2.0,2.0
15,2,2.0,2.0
15,32,2.0,2.0
15,4,1.0,1.0
15,6,5.0,5.0
15,34,3.0,3.0
15,14,3.0,3.0
15,57,1.0,1.0
15,17,4.0,4.0
15,18,2.0,2.0
15,21,5.0,5.0
15,22,5.0,5.0
15,62,4.0,4.0
15,45,3.0,3.0
15,70,1.0,1.0
15,41,2.0,2.0
15,25,3.0,3.0
15,66,3.0,3.0
15,52,3.0,3.0
15,9,4.0,4.0
15,69,5.0,5.0
15,11,5.0,5.0
15,89,2.0,2.0
15,93,2.0,2.0
15,23,4.0,4.0
15,30,5.0,5.0
15,36,2.0,2.0
15,54,1.0,1.0
15,86,3.0,3.0
15,50,3.0,3.0
15,82,1.0,1.0
15,7,4.0,4.0
15,35,3.0,3.0
15,87,2.0,2.0
15,71,1.0,1.0
15,16,2.0,2.0
15,13,2.0,2.0
15,78,1.0,1.0
15,83,1.0,1.0
15,94,2.0,2.0
15,26,1.0,1.0
15,48,2.0,2.0
15,72,2.0,2.0
15,74,5.0,5.0
15,47,3.0,3.0
15,65,1.0,1.0
15,27,3.0,3.0
15,1,4.0,4.0
15,37,5.0,5.0
15,40,4.0,4.0
15,88,3.0,3.0
15,44,5.0,5.0
15,85,3.0,3.0
15,39,3.0,3.0
15,91,5.0,5.0
15,75,5.0,5.0
15,53,5.0,5.0
15,46,4.0,4.0
15,67,4.0,4.0
15,81,5.0,5.0
15,33,1.0,1.0
15,56,2.0,2.0
15,38,3.0,3.0
15,80,1.0,1.0
15,5,2.0,2.0
15,12,4.0,4.0
15,19,5.0,5.0
15,90,4.0,4.0
15,92,1.0,1.0
15,29,4.0,4.0
15,63,4.0,4.0
15,0,4.0,4.0
15,3,5.0,5.0
15,8,4.0,4.0
15,10,1.0,1.0
15,64,1.0,1.0
15,79,4.0,4.0
15,77,3.0,3.0
15,59,1.0,1.0
16,66,4.0,4.0
16,50,4.0,4.0
16,2,3.0,3.0
16,83,2.0,2.0
16,7,4.0,4.0
16,89,5.0,5.0
16,14,4.0,4.0
16,71,2.0,2.0
16,16,2.0,2.0
16,17,3.0,3.0
16,18,2.0,2.0
16,56,3.0,3.0
16,74,5.0,5.0
16,75,5.0,5.0
16,62,5.0,5.0
16,78,1.0,1.0
16,49,2.0,2.0
16,32,2.0,2.0
16,4,2.0,2.0
16,33,3.0,3.0
16,6,5.0,5.0
16,9,4.0,4.0
16,34,3.0,3.0
16,13,2.0,2.0
16,21,5.0,5.0
16,25,3.0,3.0
16,45,4.0,4.0
16,30,4.0,4.0
16,53,5.0,5.0
16,93,3.0,3.0
16,94,1.0,1.0
16,11,5.0,5.0
16,69,5.0,5.0
16,39,1.0,1.0
16,91,3.0,3.0
16,85,4.0,4.0
16,22,5.0,5.0
16,26,1.0,1.0
16,35,3.0,3.0
16,1,4.0,4.0
16,51,1.0,1.0
16,86,1.0,1.0
16,88,2.0,2.0
16,12,3.0,3.0
16,0,5.0,5.0
16,37,5.0,5.0
16,19,5.0,5.0
16,76,4.0,4.0
16,23,4.0,4.0
16,3,4.0,4.0
16,64,1.0,1.0
16,72,4.0,4.0
16,43,1.0,1.0
16,27,3.0,3.0
16,90,2.0,2.0
16,5,3.0,3.0
16,10,2.0,2.0
16,79,1.0,1.0
16,57,1.0,1.0
16,48,1.0,1.0
16,61,1.0,1.0
16,29,2.0,2.0
16,67,5.0,5.0
16,36,2.0,2.0
16,46,5.0,5.0
16,52,3.0,3.0
16,70,1.0,1.0
16,60,4.0,4.0
16,38,3.0,3.0
16,41,1.0,1.0
16,54,2.0,2.0
16,80,2.0,2.0
16,82,1.0,1.0
16,81,3.0,3.0
16,87,1.0,1.0
16,84,4.0,4.0
17,2,2.0,2.0
17,11,5.0,5.0
17,0,5.0,5.0
17,49,2.0,2.0
17,4,2.0,2.0
17,13,2.0,2.0
17,16,2.0,2.0
17,57,1.0,1.0
17,72,1.0,1.0
17,43,1.0,1.0
17,78,3.0,3.0
17,29,3.0,3.0
17,1,4.0,4.0
17,3,4.0,4.0
17,5,4.0,4.0
17,10,3.0,3.0
17,58,5.0,5.0
17,19,5.0,5.0
17,61,1.0,1.0
17,64,1.0,1.0
17,9,3.0,3.0
17,89,3.0,3.0
17,14,4.0,4.0
17,71,2.0,2.0
17,18,1.0,1.0
17,74,3.0,3.0
17,84,4.0,4.0
17,86,1.0,1.0
17,37,5.0,5.0
17,60,3.0,3.0
17,76,4.0,4.0
17,79,1.0,1.0
17,7,4.0,4.0
17,21,4.0,4.0
17,35,1.0,1.0
17,50,3.0,3.0
17,88,5.0,5.0
17,17,5.0,5.0
17,93,2.0,2.0
17,75,5.0,5.0
17,66,2.0,2.0
17,85,3.0,3.0
17,23,4.0,4.0
17,51,2.0,2.0
17,8,2.0,2.0
17,42,5.0,5.0
17,12,1.0,1.0
17,28,3.0,3.0
17,30,4.0,4.0
17,90,5.0,5.0
